StartDate,EndDate,Progress,Duration_sec,Finished,RecordedDate,ResponseId,lat,long,distn,lang,USCit,Adult18,SA_accuse,SA_victim,LEO_you,LEO_family,Felon,MTurkID,VictimThinkKelly,TimeAttack,KellyPunchOut,KellyTimeDrive,InitialVerdict,InitialChances,InitialHighChances,InitialLowChances,SecondaryVerdict,SecondaryChances,SecondaryHighChances,SecondaryLowChances,UnderstoodEvidence,RMPEstimate,FrameEstimate,ErrorEstimate,Age,Gender,Educ,Income,MathStat,ConclusionsData,AbilityEvidence,NativeEnglish,CrimeVictim,Juror,SupportDP,KnowSciMeth,KnowForSci,PoliticalSpectrum,PoliticalParty,PoliticalParty2,ConfirmSubmit,mTurkCode,TreatmentGroup,EvidenceType,Strength,DefenseFallacy,FactorsAnalyst,Greater50Kelly,Implicates,KellyCouldveLeftEvid,KellyMoreLikely,NotOnlyKelly,ProsecuteFallacy,RMP,RMPTimesKelly,AgeGroup,CensusEdCat,IncomeFctr
7/21/17 11:55,7/21/17 12:07,100,745,TRUE,7/21/17 12:07,R_1mdQ61cUY9n1ekV,37.3421936,-121.8833008,anonymous,EN,Yes,Yes,No,No,No,No,No,AYSG3J2U3UF1Y,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 1 chance in 10,000 that he is guilty","About 9,999,999 chances in 10 million that he is guilty",Impossible that he is guilty,Not Guilty,One chance in 2 that he is guilty,"About 9,999,999 chances in 10 million that he is guilty",About 1 chance in 10 that he is guilty,"
	I understood completely
	7
",1 chance in 1 million,1 chance in 10,"1 chance in 100,000",57,Male,Some college courses,"$40-$60,000",High school courses,&nbsp;,&nbsp;,Yes,No,No,Yes,&nbsp;,&nbsp;,&nbsp;,Republican,NA,NA,43469,"F: very strong, finger",Finger,Strong,The fingerprint evidence does not support this statement.,all of the above,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,"1 in 1,000,000",The fingerprint evidence supports this statement.,"(54,64]",Some college or associate degree,"$40,000 to $100,000"
7/21/17 13:07,7/21/17 13:22,100,851,TRUE,7/21/17 13:22,R_3KIynF9Pb4nQ0lS,41.64649963,-80.1733017,anonymous,EN,Yes,Yes,No,No,No,No,No,A2JIQYORPF0PSE,No,00:30:00,00:15:00,30 minutes,Not Guilty,One chance in 2 that he is guilty,One chance in 2 that he is guilty,One chance in 2 that he is guilty,Guilty,"About 9,999 chances in 10,000 that he is guilty","About 999,999 chances in 1 million that he is guilty",One chance in 2 that he is guilty,6,1 chance in 1 million,1 chance in 1 million,"1 chance in 10,000",24,Female,Graduated from a four year college or university,"$20-$40,000","A college course in statistics,A college course in calculus",&nbsp;,Moderately Confident,Yes,No,No,Yes,&nbsp;,Somewhat knowledgeable,&nbsp;,Democrat,NA,NA,58131,"F: very strong, finger",Finger,Strong,The fingerprint evidence does not support this statement.,the chances of two people having consistent fingerprints,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,"1 in 1,000,000",The fingerprint evidence supports this statement.,"(18,24]",Bachelor's degree,"$20,000 to $40,000"
7/21/17 16:08,7/21/17 16:28,100,1170,TRUE,7/21/17 16:28,R_3fGHEQUdheudeWw,31.35180664,-94.83550262,anonymous,EN,Yes,Yes,No,No,No,No,No,A170EDGL8ZWMSL,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 1 chance in 1,000 that he is guilty",About 1 chance in 10 that he is guilty,"About 1 chance in 100,000 that he is guilty",Not Guilty,About 1 chance in 10 that he is guilty,About 1 chance in 10 that he is guilty,"About 1 chance in 10,000 that he is guilty","
	I understood completely
	7
",1 chance in 1 million,1 chance in 10 million,"1 chance in 10,000",43,Male,Received a masters degree,"$80-$100,000","High school courses,A college course in statistics",&nbsp;,&nbsp;,Yes,No,No,No,Somewhat knowledgeable,&nbsp;,&nbsp;,Democrat,NA,NA,62642,"F: very strong, finger",Finger,Strong,The fingerprint evidence does not support this statement.,the chances of two people having consistent fingerprints,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,"1 in 1,000,000",The fingerprint evidence supports this statement.,"(34,44]",Advanced degree,"$40,000 to $100,000"
7/21/17 16:44,7/21/17 16:56,100,701,TRUE,7/21/17 16:56,R_TeekCV5qO8VmnU5,27.15190125,-81.06109619,anonymous,EN,Yes,Yes,No,No,No,No,No,A1FL1M3MOHLDRF,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 100 that he is guilty,"About 999 chances in 1,000 that he is guilty","About 1 chance in 1,000 that he is guilty",Not Guilty,About 1 chance in 10 that he is guilty,"About 99,999 chances in 100,000 that he is guilty","About 1 chance in 1,000 that he is guilty","
	I understood completely
	7
",1 chance in 1 million,1 chance in 1 million,1 chance in 1 million,24,Male,Some college courses,"$20-$40,000","High school courses,A college course in statistics",Moderately Confident,Moderately Confident,Yes,No,No,No,&nbsp;,&nbsp;,Very Liberal,Democrat,NA,NA,83183,"F: very strong, finger",Finger,Strong,The fingerprint evidence does not support this statement.,all of the above,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,"1 in 1,000,000",The fingerprint evidence supports this statement.,"(18,24]",Some college or associate degree,"$20,000 to $40,000"
7/21/17 20:58,7/21/17 21:09,100,710,TRUE,7/21/17 21:09,R_262PWBmSBXOb5n1,34.24229431,-82.67890167,anonymous,EN,Yes,Yes,No,No,No,No,No,AJPQEZBVJXVE9,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 1 chance in 1,000 that he is guilty",About 1 chance in 10 million that he is guilty,One chance in 2 that he is guilty,Not Guilty,About 1 chance in 10 that he is guilty,"About 999,999 chances in 1 million that he is guilty",About 1 chance in 100 that he is guilty,"
	I understood completely
	7
","1 chance in 10,000",1 chance in 1 million,"1 chance in 1,000",39,Male,Technical or vocational training,"$20-$40,000",High school courses,&nbsp;,&nbsp;,Yes,No,No,Yes,&nbsp;,&nbsp;,&nbsp;,Republican,NA,NA,75228,"F: very strong, finger",Finger,Strong,The fingerprint evidence does not support this statement.,the chances of two people having consistent fingerprints,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,"1 in 1,000,000",The fingerprint evidence does not support this statement.,"(34,44]",Some college or associate degree,"$20,000 to $40,000"
7/21/17 20:56,7/21/17 21:23,100,1574,TRUE,7/21/17 21:23,R_YY3uCkKV7E9yYQ9,27.66369629,-97.36039734,anonymous,EN,Yes,Yes,No,No,No,No,No,A1CGUFW3R6M234,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 10 million that he is guilty,About 1 chance in 1 million that he is guilty,Impossible that he is guilty,Not Guilty,About 1 chance in 10 million that he is guilty,About 1 chance in 1 million that he is guilty,Impossible that he is guilty,"
	I understood completely
	7
",1 chance in 1 million,"1 chance in 100,000","1 chance in 100,000",35,Female,Some college courses,"Less than $20,000",High school courses,&nbsp;,&nbsp;,Yes,No,No,No,&nbsp;,&nbsp;,Very Liberal,American Independent,NA,NA,95059,"F: very strong, finger",Finger,Strong,The fingerprint evidence supports this statement.,the chances of two people having consistent fingerprints,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,"1 in 1,000,000",The fingerprint evidence does not support this statement.,"(34,44]",Some college or associate degree,"Under $20,000"
7/21/17 22:04,7/21/17 22:22,100,1092,TRUE,7/21/17 22:22,R_TcmktYaInYBEQ4V,39.02400208,-84.56240082,anonymous,EN,Yes,Yes,No,No,No,No,No,A1VSU8AMV3QFI1,No,00:30:00,00:15:00,30 minutes,Not Guilty,Impossible that he is guilty,Impossible that he is guilty,Impossible that he is guilty,Not Guilty,Impossible that he is guilty,Impossible that he is guilty,Impossible that he is guilty,6,1 chance in 1 million,"1 chance in 100,000","1 chance in 100,000",56,Female,Some college courses,"$20-$40,000",High school courses,&nbsp;,&nbsp;,Yes,No,Yes,Yes,&nbsp;,&nbsp;,&nbsp;,Republican,NA,NA,21754,"F: very strong, finger",Finger,Strong,The fingerprint evidence supports this statement.,the chances of two people having consistent fingerprints,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,"1 in 1,000,000",The fingerprint evidence does not support this statement.,"(54,64]",Some college or associate degree,"$20,000 to $40,000"
7/21/17 2:40,7/21/17 2:49,99,543,FALSE,7/22/17 2:49,R_C3UC1kEZVb4jkFb,NA,NA,anonymous,EN,Yes,Yes,No,No,No,No,No,A5LYLHG880ABE,No,00:30:00,00:15:00,30 minutes,Guilty,Certain to be guilty,Certain to be guilty,Certain to be guilty,Guilty,Certain to be guilty,Certain to be guilty,Certain to be guilty,6,1 chance in 1 million,1 chance in 1 million,1 chance in 1 million,24,Male,Some college courses,"$20-$40,000",A college course in statistics,&nbsp;,&nbsp;,Yes,No,No,No,&nbsp;,&nbsp;,Moderate,Republican,NA,NA,33903,"F: very strong, finger",Finger,Strong,The fingerprint evidence supports this statement.,all of the above,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,"1 in 1,000,000",The fingerprint evidence supports this statement.,"(18,24]",Some college or associate degree,"$20,000 to $40,000"
7/22/17 6:19,7/22/17 6:29,100,603,TRUE,7/22/17 6:29,R_3OacumqoBgrteFz,41.76060486,-88.32009888,anonymous,EN,Yes,Yes,No,No,No,No,No,AIEPNTBM9BNSE,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 1 chance in 1,000 that he is guilty",About 1 chance in 10 that he is guilty,"About 1 chance in 100,000 that he is guilty",Not Guilty,About 1 chance in 100 that he is guilty,One chance in 2 that he is guilty,"About 1 chance in 10,000 that he is guilty",6,"1 chance in 1,000","1 chance in 100,000","1 chance in 100,000",44,Male,Graduated from community college,"$40-$60,000",A college course in statistics,&nbsp;,&nbsp;,Yes,No,Yes,Yes,&nbsp;,&nbsp;,&nbsp;,Democrat,NA,NA,48101,"F: very strong, finger",Finger,Strong,The fingerprint evidence does not support this statement.,the chances of two people having consistent fingerprints,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,"1 in 1,000,000",The fingerprint evidence supports this statement.,"(34,44]",Some college or associate degree,"$40,000 to $100,000"
7/22/17 8:13,7/22/17 8:26,100,758,TRUE,7/22/17 8:26,R_4MgQ2EFLqcnX4FX,36.5171051,-85.81490326,anonymous,EN,Yes,Yes,No,No,No,No,No,A3O81LHBBI8NPK,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 1 chance in 10,000 that he is guilty","About 1 chance in 1,000 that he is guilty",About 1 chance in 10 million that he is guilty,Not Guilty,"About 1 chance in 10,000 that he is guilty","About 1 chance in 1,000 that he is guilty",About 1 chance in 10 million that he is guilty,6,1 chance in 10 million,1 chance in 1 million,1 chance in 1 million,33,Female,Some college courses,"$40-$60,000",High school courses,&nbsp;,&nbsp;,Yes,No,No,Yes,&nbsp;,&nbsp;,Moderate,American Independent,NA,NA,75873,"F: very strong, finger",Finger,Strong,The fingerprint evidence supports this statement.,all of the above,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,"1 in 1,000,000",The fingerprint evidence does not support this statement.,"(24,34]",Some college or associate degree,"$40,000 to $100,000"
7/22/17 10:18,7/22/17 10:33,100,850,TRUE,7/22/17 10:33,R_2xyOKRcHJnSw4um,45.45080566,-93.58550262,anonymous,EN,Yes,Yes,No,No,No,No,No,A34WAR0H85FL2K,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 1 chance in 100,000 that he is guilty",Certain to be guilty,Impossible that he is guilty,Not Guilty,"About 1 chance in 1,000 that he is guilty",One chance in 2 that he is guilty,Impossible that he is guilty,5,"1 chance in 1,000",1 chance in 10 million,"1 chance in 1,000",31,Female,Graduated from community college,"$20-$40,000",High school courses,Moderately Confident,Moderately Confident,Yes,No,No,Yes,&nbsp;,&nbsp;,&nbsp;,Democrat,NA,NA,26285,"F: very strong, finger",Finger,Strong,The fingerprint evidence supports this statement.,all of the above,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,"1 in 1,000,000",The fingerprint evidence does not support this statement.,"(24,34]",Some college or associate degree,"$20,000 to $40,000"
7/22/17 13:54,7/22/17 14:43,100,2926,TRUE,7/22/17 14:43,R_2fexoX9nnizc1CT,38.9671936,-76.959198,anonymous,EN,Yes,Yes,No,No,No,No,No,A3THMT1IY2RP8W,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 100 that he is guilty,One chance in 2 that he is guilty,One chance in 2 that he is guilty,Not Guilty,One chance in 2 that he is guilty,One chance in 2 that he is guilty,One chance in 2 that he is guilty,"
	I understood completely
	7
",1 chance in 1 million,1 chance in 1 million,1 chance in 1 million,31,Male,Graduated from a four year college or university,"$20-$40,000",A college course in statistics,&nbsp;,&nbsp;,Yes,No,No,No,&nbsp;,&nbsp;,Very Liberal,Other (which one?),Progressive,NA,25518,"F: very strong, finger",Finger,Strong,The fingerprint evidence does not support this statement.,the chances of two people having consistent fingerprints,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,"1 in 1,000,000",The fingerprint evidence does not support this statement.,"(24,34]",Bachelor's degree,"$20,000 to $40,000"
7/22/17 15:19,7/22/17 15:38,100,1098,TRUE,7/22/17 15:38,R_1RKWJaCx2rrGgxj,38.83180237,-77.2888031,anonymous,EN,Yes,Yes,No,No,No,No,No,A2IG5VW4POJXPV,No,00:30:00,00:15:00,30 minutes,Not Guilty,Impossible that he is guilty,About 1 chance in 1 million that he is guilty,"About 9,999,999 chances in 10 million that he is guilty",Not Guilty,About 1 chance in 1 million that he is guilty,About 1 chance in 10 million that he is guilty,"About 9,999,999 chances in 10 million that he is guilty",5,1 chance in 1 million,"1 chance in 1,000","1 chance in 1,000",37,Female,Received a masters degree,"$60-$80,000",A college course in statistics,Moderately Confident,&nbsp;,Yes,No,No,Yes,Somewhat knowledgeable,&nbsp;,Moderate,American Independent,NA,NA,95900,"F: very strong, finger",Finger,Strong,The fingerprint evidence supports this statement.,the chances of two people having consistent fingerprints,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,"1 in 1,000,000",The fingerprint evidence supports this statement.,"(34,44]",Advanced degree,"$40,000 to $100,000"
7/22/17 19:35,7/22/17 19:56,100,1259,TRUE,7/22/17 19:56,R_03uJSmVOztriUxP,28.75779724,-81.33969879,anonymous,EN,Yes,Yes,No,No,No,No,No,AET2U31SXUAPM,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 999 chances in 1,000 that he is guilty",About 1 chance in 100 that he is guilty,About 1 chance in 10 that he is guilty,Not Guilty,About 1 chance in 10 that he is guilty,About 1 chance in 10 that he is guilty,"About 1 chance in 1,000 that he is guilty","
	I understood completely
	7
",1 chance in 1 million,1 chance in 1 million,1 chance in 1 million,52,Female,Graduated from a four year college or university,"$80-$100,000",High school courses,&nbsp;,&nbsp;,Yes,No,No,No,Somewhat knowledgeable,Somewhat knowledgeable,&nbsp;,Democrat,NA,NA,83231,"F: very strong, finger",Finger,Strong,The fingerprint evidence does not support this statement.,all of the above,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,"1 in 1,000,000",The fingerprint evidence supports this statement.,"(44,54]",Bachelor's degree,"$40,000 to $100,000"
7/22/17 23:27,7/22/17 23:35,100,477,TRUE,7/22/17 23:35,R_pRXJC0mprl4ND1v,44.1065979,-120.6641998,anonymous,EN,Yes,Yes,No,No,No,No,No,A14WWG6NKBDWGP,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 10 that he is guilty,About 9 chances in 10 that he is guilty,About 1 chance in 10 million that he is guilty,Guilty,About 99 chances in 100 that he is guilty,"About 9,999,999 chances in 10 million that he is guilty",About 1 chance in 10 that he is guilty,5,1 chance in 1 million,"1 chance in 100,000","1 chance in 10,000",40,Female,Technical or vocational training,"$20-$40,000","High school courses,A college course in statistics,A college course in logic or inference",&nbsp;,Moderately Confident,Yes,No,No,No,Somewhat knowledgeable,Somewhat knowledgeable,Very Liberal,Democrat,NA,NA,34691,"F: very strong, finger",Finger,Strong,The fingerprint evidence does not support this statement.,all of the above,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,"1 in 1,000,000",The fingerprint evidence supports this statement.,"(34,44]",Some college or associate degree,"$20,000 to $40,000"
7/23/17 8:45,7/23/17 9:04,100,1169,TRUE,7/23/17 9:04,R_2a9m7nlHbmcRc2R,39.90420532,-86.23410034,anonymous,EN,Yes,Yes,No,No,No,No,No,A12LT5LMXMNXIO,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 10 million that he is guilty,About 1 chance in 100 that he is guilty,Impossible that he is guilty,Not Guilty,About 9 chances in 10 that he is guilty,"About 999,999 chances in 1 million that he is guilty",About 1 chance in 10 that he is guilty,"
	I understood completely
	7
",1 chance in 1 million,1 chance in 1 million,"1 chance in 100,000",58,Male,Graduated from a four year college or university,"$80-$100,000","High school courses,A college course in statistics,A college course in logic or inference,A college course in calculus,A college course in higher mathematics (above calculus)",Extremely Confident,Extremely Confident,Yes,No,No,No,&nbsp;,&nbsp;,Moderate,American Independent,NA,NA,95103,"F: very strong, finger",Finger,Strong,The fingerprint evidence does not support this statement.,all of the above,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,"1 in 1,000,000",The fingerprint evidence supports this statement.,"(54,64]",Bachelor's degree,"$40,000 to $100,000"
7/23/17 14:41,7/23/17 14:50,100,536,TRUE,7/23/17 14:50,R_2aFDb2YPTVAljBr,39.99299622,-82.99849701,anonymous,EN,Yes,Yes,No,No,No,No,No,A3F0NFNLOLFJT0,No,00:30:00,00:15:00,30 minutes,Not Guilty,Impossible that he is guilty,One chance in 2 that he is guilty,Impossible that he is guilty,Not Guilty,"About 1 chance in 100,000 that he is guilty",One chance in 2 that he is guilty,"About 1 chance in 100,000 that he is guilty","
	I understood completely
	7
",1 chance in 1 million,1 chance in 10 million,1 chance in 1 million,34,Male,Technical or vocational training,"$20-$40,000",High school courses,Extremely Confident,Extremely Confident,Yes,No,No,Yes,Somewhat knowledgeable,Somewhat knowledgeable,Very Conservative,Republican,NA,NA,59729,"F: very strong, finger",Finger,Strong,The fingerprint evidence supports this statement.,all of the above,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,"1 in 1,000,000",The fingerprint evidence does not support this statement.,"(24,34]",Some college or associate degree,"$20,000 to $40,000"
7/23/17 16:47,7/23/17 17:00,100,795,TRUE,7/23/17 17:00,R_3rM7BoKpHei1div,36.11889648,-93.98400116,anonymous,EN,Yes,Yes,No,No,No,No,No,A2KPT0PEUEXCC4,No,00:30:00,00:15:00,30 minutes,Not Guilty,One chance in 2 that he is guilty,Certain to be guilty,Impossible that he is guilty,Not Guilty,One chance in 2 that he is guilty,Certain to be guilty,Impossible that he is guilty,6,1 chance in 10 million,"1 chance in 1,000",1 chance in 1 million,42,Male,Graduated from high school/ Received GED,"$20-$40,000",High school courses,Moderately Confident,&nbsp;,Yes,No,No,No,&nbsp;,&nbsp;,&nbsp;,Republican,NA,NA,83709,"F: very strong, finger",Finger,Strong,The fingerprint evidence supports this statement.,all of the above,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,"1 in 1,000,000",The fingerprint evidence does not support this statement.,"(34,44]",High school graduate,"$20,000 to $40,000"
7/23/17 16:52,7/23/17 17:10,100,1082,TRUE,7/23/17 17:10,R_2AZIllGewEWOqXq,37.96850586,-84.14600372,anonymous,EN,Yes,Yes,No,No,No,No,No,A2LCFORIW0NF1S,No,00:30:00,00:15:00,30 minutes,Not Guilty,Impossible that he is guilty,"About 1 chance in 1,000 that he is guilty",Impossible that he is guilty,Not Guilty,About 1 chance in 1 million that he is guilty,About 1 chance in 1 million that he is guilty,Impossible that he is guilty,"
	I understood completely
	7
",1 chance in 1 million,1 chance in 1 million,"1 chance in 1,000",65,Female,Graduated from a four year college or university,"Less than $20,000","A college course in statistics,A college course in logic or inference,A college course in calculus",&nbsp;,&nbsp;,Yes,No,No,No,Somewhat knowledgeable,Somewhat knowledgeable,Very Liberal,Democrat,NA,NA,13200,"F: very strong, finger",Finger,Strong,The fingerprint evidence does not support this statement.,the chances of two people having consistent fingerprints,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,"1 in 1,000,000",The fingerprint evidence supports this statement.,"(64,74]",Bachelor's degree,"Under $20,000"
7/24/17 0:12,7/24/17 0:22,100,601,TRUE,7/24/17 0:22,R_3nIzGyPXNaXdZu5,36.03160095,-115.2117996,anonymous,EN,Yes,Yes,No,No,No,Yes,No,A9MK3VLKHHXJ6,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 10 million that he is guilty,About 1 chance in 10 million that he is guilty,About 1 chance in 1 million that he is guilty,Guilty,Certain to be guilty,Certain to be guilty,Certain to be guilty,"
	I understood completely
	7
",1 chance in 1 million,1 chance in 100,1 chance in 100,35,Female,Graduated from a four year college or university,"$20-$40,000","High school courses,A college course in statistics,A college course in logic or inference,A college course in calculus,A college course in higher mathematics (above calculus)",Extremely Confident,Extremely Confident,Yes,No,No,No,Extremely knowledgeable,Extremely knowledgeable,Moderate,Democrat,NA,NA,31997,"F: very strong, finger",Finger,Strong,The fingerprint evidence does not support this statement.,all of the above,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,"1 in 1,000,000",The fingerprint evidence supports this statement.,"(34,44]",Bachelor's degree,"$20,000 to $40,000"
7/24/17 6:38,7/24/17 7:21,100,2576,TRUE,7/24/17 7:21,R_26gJZ4xYRfrsyaQ,33.40829468,-84.30419922,anonymous,EN,Yes,Yes,No,No,No,Yes,No,A3LMI7ZDFO8JHR,No,00:30:00,00:15:00,30 minutes,Not Guilty,Impossible that he is guilty,Impossible that he is guilty,Impossible that he is guilty,Not Guilty,Impossible that he is guilty,Impossible that he is guilty,Impossible that he is guilty,5,1 chance in 1 million,1 chance in 1 million,1 chance in 1 million,31,Male,Graduated from high school/ Received GED,NA,High school courses,&nbsp;,&nbsp;,Yes,No,No,No,&nbsp;,&nbsp;,&nbsp;,American Independent,NA,NA,16880,"F: very strong, finger",Finger,Strong,The fingerprint evidence does not support this statement.,the possibility that someone intentionally planted the defendant's fingerprint at the crime scene,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,"1 in 1,000,000",The fingerprint evidence does not support this statement.,"(24,34]",High school graduate,Not Reported
7/24/17 8:55,7/24/17 9:30,100,2115,TRUE,7/24/17 9:30,R_3lPo8uYVgm3UxlG,29.13479614,-81.02480316,anonymous,EN,Yes,Yes,No,No,No,No,No,A53VNQRRFQ785,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 10 that he is guilty,Certain to be guilty,Impossible that he is guilty,Not Guilty,About 1 chance in 10 that he is guilty,Certain to be guilty,Impossible that he is guilty,"
	I understood completely
	7
",1 chance in 1 million,1 chance in 1 million,"1 chance in 1,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49143,"F: very strong, finger",Finger,Strong,The fingerprint evidence does not support this statement.,the chances of two people having consistent fingerprints,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,"1 in 1,000,000",The fingerprint evidence supports this statement.,NA,NA,Not Reported
7/24/17 14:33,7/24/17 14:53,100,1199,TRUE,7/24/17 14:53,R_1n6DLDlQ7mAQezu,34.13000488,-118.3386002,anonymous,EN,Yes,Yes,No,No,No,No,No,ATKG4FI2S5MVL,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 1 chance in 10,000 that he is guilty","About 1 chance in 10,000 that he is guilty",Impossible that he is guilty,Not Guilty,"About 1 chance in 1,000 that he is guilty","About 1 chance in 1,000 that he is guilty",Impossible that he is guilty,5,1 chance in 100,1 chance in 1 million,1 chance in 100,33,Female,Graduated from a four year college or university,"$80-$100,000","High school courses,A college course in statistics",&nbsp;,&nbsp;,Yes,No,No,No,Somewhat knowledgeable,&nbsp;,&nbsp;,Democrat,NA,NA,12118,"F: very strong, finger",Finger,Strong,The fingerprint evidence supports this statement.,the chances of two people having consistent fingerprints,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,"1 in 1,000,000",The fingerprint evidence does not support this statement.,"(24,34]",Bachelor's degree,"$40,000 to $100,000"
